"Gene_name"	"GO_terms"
"muc2"	"GO:0070701, GO:0005515"
"hoxb7"	"GO:0043565, GO:0003700, GO:0006355, GO:0005634, GO:0003677, GO:0007275, GO:0000980, GO:0009952"
"mapk6"	"GO:0004707, GO:0005524, GO:0004672, GO:0006468, GO:0005634, GO:0005737, GO:0035556, GO:0010468, GO:0071310, GO:0000165"
"acss3"	"GO:0003824"
"sap130"	"GO:0006355, GO:0000122, GO:0070822, GO:0006355, GO:0000122, GO:0070822"
"hoxa5"	"GO:0043565, GO:0003700, GO:0006355, GO:0005634, GO:0003677, GO:0007275, GO:0000980, GO:0009952"
"scfd2"	"GO:0006904, GO:0016192"
"hoxa4"	"GO:0043565, GO:0003700, GO:0006355, GO:0005634, GO:0003677, GO:0007275, GO:0000977, GO:0001228, GO:0009952, GO:0033613, GO:0001501, GO:0045944, GO:0048704"
"ap3d1"	"GO:0015031, GO:0030117, GO:0006886, GO:0016192, GO:0030123, GO:0016020, GO:0098943, GO:0006623, GO:0006896, GO:0016182, GO:0048490, GO:0048499, GO:0005886, GO:0010008, GO:0043195, GO:0098794, GO:0098830, GO:1904115, GO:0015031, GO:0030117, GO:0006886, GO:0016192, GO:0030123, GO:0016020, GO:0098943, GO:0005794, GO:0006623, GO:0006896, GO:0016182, GO:0048490, GO:0048499, GO:0005886, GO:0010008, GO:0043195, GO:0098794, GO:0098830, GO:1904115"
"rnf41"	"GO:0061630, GO:0016567, GO:0005515, GO:0046872"
"fip1l1"	"GO:0005847, GO:0098789, GO:0003723, GO:0006378, GO:0005847, GO:0098789, GO:0003723, GO:0006378"
"ndufs8"	"GO:0016651, GO:0055114, GO:0016020, GO:0051539, GO:0005747, GO:0032981, GO:0009060, GO:0003954, GO:0006120"
"nup54"	"GO:0005643, GO:0006607, GO:0044613, GO:0017056, GO:0006999, GO:0036228"
"hoxa3"	"GO:0043565, GO:0003700, GO:0006355, GO:0003677, GO:0005634, GO:0007275, GO:0000978, GO:0045944, GO:0009952, GO:0048704"
"fmc1"	"GO:0005739, GO:0033615"
"syne3"	"GO:0008092, GO:0016021, GO:0005515, GO:0090286, GO:0005640, GO:0016020, GO:0005737, GO:0051015, GO:0007097, GO:0051647, GO:0034993, GO:0008092, GO:0016021, GO:0005515, GO:0090286, GO:0005640, GO:0016020, GO:0005737, GO:0051015, GO:0007097, GO:0051647, GO:0034993, GO:0008092, GO:0016021, GO:0005515, GO:0090286, GO:0005640, GO:0016020, GO:0005737, GO:0051015, GO:0007097, GO:0051647, GO:0034993"
"gnb5"	"GO:0007165, GO:0005515, GO:0007634, GO:0036269, GO:0060047"
"chac2"	"GO:0006751, GO:0003839, GO:0005737, GO:0016829, GO:0061928"
"hoxa2"	"GO:0043565, GO:0003700, GO:0006355, GO:0003677, GO:0005634, GO:0007275, GO:0000978, GO:0000122, GO:0045944, GO:0009952, GO:0048704"
"rbfox2"	"GO:0043484, GO:0003723, GO:0003676, GO:0005634, GO:0006397, GO:0008380, GO:0043484, GO:0003723, GO:0003676"
"bclaf3"	", "
"bcl7b"	", "
"nabp2"	"GO:0003676"
"lmo4.2"	"GO:0046872, GO:0007275, GO:0030154, GO:0045944, GO:0007399, GO:0005575, GO:0003712, GO:0007369, GO:0007498, GO:0030900, GO:0031076, GO:0045665"
"exosc9"	"GO:0000178, GO:0006396, GO:0000467, GO:0017091, GO:0016075, GO:0034427, GO:0034473, GO:0034475, GO:0034476, GO:0043928, GO:0071028, GO:0071035, GO:0071038, GO:0071042, GO:0000176, GO:0000177, GO:0000178, GO:0006396, GO:0000467, GO:0017091, GO:0016075, GO:0034427, GO:0034473, GO:0034475, GO:0034476, GO:0043928, GO:0071028, GO:0071035, GO:0071038, GO:0071042, GO:0000176, GO:0000177"
"hoxa1"	"GO:0043565, GO:0006355, GO:0003677, GO:0005634"
"med25"	"GO:0005634, GO:0045944, GO:0016592, GO:0044798"
"asb3"	"GO:0035556, GO:0005515, GO:0016567"
"atp2b1"	"GO:0005388, GO:0000166, GO:0070588, GO:0005524, GO:0016020, GO:0016021, GO:0005887, GO:0016787, GO:0006811, GO:0006816, GO:0099132, GO:0051480, GO:0006874, GO:0030165"
"foxh1"	"GO:0043565, GO:0003700, GO:0006355, GO:0003677, GO:0005634"
"skap2"	"GO:0005515, GO:0005515, GO:0005737, GO:0005886, GO:0042113"
"slc39a5"	"GO:0030001, GO:0046873, GO:0055085, GO:0016020, GO:0016021, GO:0005887, GO:0005385, GO:0006882, GO:0071578, GO:0030509"
"atp10d"	"GO:0004012, GO:0000166, GO:0015914, GO:0005524, GO:0000287, GO:0016021, GO:0016020, GO:0005886, GO:0045332"
"lrch1"	"GO:0005515, GO:0016020, GO:0016021, GO:0005737, GO:1990869, GO:2000405"
"rhbdl1"	"GO:0006508, GO:0004252, GO:0016021, GO:0016020, GO:0016787, GO:0008233"
"sh3kbp1"	"GO:0005515, GO:0005515"
"pcolce2"	"GO:0005515, GO:0005576, GO:0005581"
"dicer1"	"GO:0004525, GO:0006396, GO:0005524, GO:0003676, GO:0005515, GO:0016891, GO:0003723, GO:0090502, GO:0031047, GO:0070883, GO:0021591, GO:0031054, GO:0035195, GO:0035196, GO:0035279, GO:0050767"
"clcf1"	"GO:0005127, GO:0043524, GO:0070120, GO:0005576, GO:0010469, GO:0007166, GO:0005125, GO:0030890, GO:0097058, GO:0097059, GO:0005127, GO:0043524, GO:0070120, GO:0005576, GO:0010469, GO:0007166, GO:0005125, GO:0030890, GO:0097058, GO:0097059"
"trhd"	"GO:0006915, GO:0005634"
"snrnp48"	"GO:0005829, GO:0005654, GO:0005689"
"cox7a2"	"GO:0009055, GO:0004129, GO:0005746, GO:0016020, GO:0016021, GO:0022900, GO:1902600, GO:0002082, GO:0097250"
"ssh3"	"GO:0004725, GO:0016791, GO:0006470, GO:0016311, GO:0008138, GO:0016787, GO:0005737, GO:0035335, GO:0003779, GO:0008064, GO:0050770, GO:0010591"
"tbl2"	"GO:0005515, GO:0016020, GO:0016021"
"col5a2"	"GO:0005201, GO:0005515, GO:0005615, GO:0030198, GO:0031012"
"glipr2"	"GO:0005576, GO:0005615"
"tmem30a"	"GO:0015914, GO:0016020, GO:0016021, GO:0005886, GO:0005783, GO:0005794, GO:0004012, GO:0045332, GO:0015247, GO:0015917"
"stub1"	"GO:0016567, GO:0004842, GO:0005515"
"szrd1"	""
"dsp"	"GO:0030054, GO:0098609, GO:0005856, GO:0050839, GO:0005886, GO:0005882, GO:0005198, GO:0042060, GO:0045104, GO:0005737, GO:0016020, GO:0043588, GO:0014704, GO:0030054, GO:0098609, GO:0050839, GO:0005886, GO:0005882, GO:0005198, GO:0042060, GO:0045104, GO:0005737, GO:0016020, GO:0043588, GO:0014704"
"ankrd52"	"GO:0005515, GO:0005515"
"snx10"	"GO:0035091, GO:0035091"
"rpsa"	"GO:0015935, GO:0005840, GO:0006412, GO:0003735, GO:0005622, GO:0005055, GO:0016020, GO:0005634, GO:0005737, GO:0007155, GO:0005886, GO:0000028, GO:0022627, GO:0006407, GO:0000447, GO:0000461, GO:0043236"
"aldh3a2"	"GO:0016620, GO:0016491, GO:0055114, GO:0006081, GO:0004028, GO:0016620, GO:0016491, GO:0055114, GO:0006081, GO:0016020, GO:0016021, GO:0004028"
"ppara"	"GO:0004879, GO:0003707, GO:0043565, GO:0003700, GO:0006355, GO:0005634, GO:0003677, GO:0008270, GO:0009755, GO:0046872, GO:0043401, GO:0005504, GO:0000122, GO:0045944, GO:0000977, GO:0001227, GO:0000976, GO:0000981, GO:0045892, GO:0030154, GO:0008134, GO:0030374, GO:0038023, GO:0007275, GO:0033993, GO:0090575, GO:0030522, GO:0006631, GO:0008289, GO:0019216, GO:0001103, GO:0008144, GO:0010887, GO:0050728"
"nphs1"	"GO:0005515, GO:0016020, GO:0016021, GO:0001822, GO:0003094, GO:0039021, GO:0048741"
"prdm14"	"GO:0003676, GO:0005515, GO:0005634, GO:0003700, GO:0043565, GO:0000122, GO:0000977, GO:0031490, GO:0034972, GO:0003676, GO:0005515, GO:0005634, GO:0003700, GO:0043565, GO:0000122, GO:0000977, GO:0031490, GO:0007409, GO:0034972"
"wdr33"	"GO:0005515, GO:0006378, GO:0005847, GO:0005515, GO:0006378, GO:0005847"
"paqr9"	"GO:0016021, GO:0016020, GO:0038023"
"itgae"	"GO:0008305, GO:0007155, GO:0016020, GO:0016021, GO:0007229"
"jmjd8"	""
"esd"	"GO:0018738, GO:0046294, GO:0016787, GO:0005737, GO:0005829, GO:0052689, GO:0018738, GO:0046294, GO:0016787, GO:0005737, GO:0005829, GO:0052689"
"slc5a12"	"GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0015129, GO:0035873"
"ncoa2"	"GO:0035257, GO:0030374, GO:0006355, GO:0046983, GO:0005634, GO:0003713, GO:1903508"
"pc.2"	"GO:0005737, GO:0006094, GO:0006090, GO:0004736"
"myo5c"	"GO:0051015, GO:0016459, GO:0003774, GO:0005524, GO:0005515, GO:0000166, GO:0003779"
"cd53"	"GO:0016021, GO:0016020, GO:0005887, GO:0007166"
"tmem8a"	"GO:0016021, GO:0016020, GO:0005886"
"cbx3"	"GO:0005634, GO:0045892, GO:0005719"
"pzp"	"GO:0005615, GO:0005576, GO:0004866, GO:0010951"
"lnx1"	"GO:0046872, GO:0005515"
"commd8"	", "
"filip1"	"GO:0015629, GO:0015629"
"tvp23b"	"GO:0016021, GO:0016020, GO:0009306, GO:0016192, GO:0030173"
"mob2.2"	""
"slc25a38"	"GO:0005743, GO:0022857, GO:0015187, GO:1904983, GO:0016020, GO:0016021, GO:0005739, GO:0030218"
"map3k15"	"GO:0000165, GO:0006468, GO:0004672, GO:0004709, GO:0000186, GO:0005524, GO:0004672, GO:0006468, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0000165, GO:0004709, GO:0000186"
"hnrnpa2b1"	"GO:0003676, GO:0003723, GO:0003730, GO:0006397, GO:0005623, GO:0000398, GO:0003729, GO:1990904, GO:0006406, GO:0003676, GO:0003723, GO:0003730, GO:0006397, GO:0005623, GO:0000398, GO:0003729, GO:1990904, GO:0006406"
"htr2a"	"GO:0004993, GO:0005887, GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0005886, GO:0007165, GO:0030425, GO:0007268, GO:0030594, GO:0007187, GO:0098664, GO:0007200, GO:0042493, GO:0051209"
"nanos1"	"GO:0003723, GO:0008270"
"stim2"	"GO:0005515, GO:0006874, GO:0005246, GO:0005886, GO:0005783, GO:0002115, GO:0005509, GO:0032237, GO:0005515, GO:0006874, GO:0005246, GO:0016020, GO:0016021, GO:0005886, GO:0005783, GO:0002115, GO:0005509, GO:0032237"
"cry4"	"GO:0009881, GO:0005737, "
"senp6"	"GO:0008234, GO:0006508, GO:0005634, GO:0005737, GO:0070139, GO:0016926, GO:0090169, GO:0090234"
"cacul1"	"GO:0006511, GO:0031625"
"nhsl1"	"GO:0030154, GO:0030154"
"mob3a"	""
"fam204a"	", "
"gabra2"	"GO:0006821, GO:0004890, GO:0034220, GO:0005216, GO:0004888, GO:0006811, GO:0005230, GO:0016020, GO:0016021, GO:0007214, GO:0005887, GO:0005886, GO:0043005, GO:0007165, GO:0007268, GO:0042391, GO:0050877, GO:0045202, GO:1902711, GO:0005254, GO:1902476, GO:0098794, GO:0032590, GO:0008503, GO:0005237, GO:0022851, GO:1904315, GO:0051932, GO:0060078"
"sucla2"	"GO:0006099, GO:0005524, GO:0003824, GO:0005739, GO:0046872, GO:0000166, GO:0000287, GO:0016874, GO:0004775"
"myo5a"	"GO:0051015, GO:0016459, GO:0003774, GO:0005524, GO:0005515, GO:0000166, GO:0003779"
"plekho2"	""
"dusp8"	"GO:0017017, GO:0004725, GO:0016791, GO:0006470, GO:0016311, GO:0008138, GO:0016787, GO:0005737, GO:0005829, GO:0035335, GO:0000188"
"kirrel2"	"GO:0016020, GO:0016021, GO:0007420, GO:0007520, GO:0032836, GO:0039021, GO:0039022, GO:0072015, GO:0005886"
"tekt3"	"GO:0060271, GO:0036126, GO:0030317, GO:0060294"
"myh9"	"GO:0051015, GO:0016459, GO:0003774, GO:0005524, GO:0005515, GO:0000166, GO:0003779"
"mknk2"	"GO:0005524, GO:0004672, GO:0006468, GO:0000166, GO:0004674"
"ufm1"	""
"riok1"	"GO:0005524, GO:0004674, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0005829, GO:0030490, GO:0006468, GO:0030688"
"tbc1d19"	""
"chic2"	"GO:0016020, GO:0016021, GO:0005886, GO:0005798"
"ccdc28a"	""
"pnkp"	"GO:0005515, GO:0005634, GO:0003690, GO:0046403, GO:0046404, GO:0050145, GO:0006281, GO:0046939, GO:0046940, GO:0098504, GO:0098506, GO:0005515"
"ankdd1a"	"GO:0007165, GO:0005515"
"frem2"	"GO:0007154, GO:0016021, GO:0016020"
"myo7b"	"GO:0005856, GO:0051015, GO:0016459, GO:0003774, GO:0005524, GO:0005515, GO:0000166, GO:0003779"
"reps1"	"GO:0005509, GO:0005515, GO:0006898, GO:0005509, GO:0005515, GO:0006898"
"gsx2"	"GO:0043565, GO:0006355, GO:0003677, GO:0005634, GO:0030334, GO:0048665, GO:0045747, GO:0002087, GO:0021527, GO:0021575, GO:0021798, GO:0021889, GO:0021978, GO:0048714, GO:0048853, GO:0060163"
"gsc"	"GO:0043565, GO:0006355, GO:0003677, GO:0005634, GO:0043565, GO:0006355, GO:0003677, GO:0005634"
"ulk2"	"GO:0005524, GO:0004674, GO:0004672, GO:0006468, GO:0016020, GO:0005829, GO:0000045, GO:0000407, GO:0010506, GO:0046777, GO:0048675, GO:0016358, GO:0021986, GO:0048814, GO:0140059"
"trpv2"	"GO:0009408, GO:0005886, GO:0070588, GO:0055085, GO:0005216, GO:0006811, GO:0016020, GO:0016021, GO:0005622, GO:0005515, GO:0005887, GO:0005262"
"epyc"	"GO:0005515"
"atxn10"	", "
"pdgfra"	"GO:0007169, GO:0004714, GO:0005524, GO:0004672, GO:0006468, GO:0004713, GO:0048008, GO:0005018, GO:0016020, GO:0016021, GO:0005887, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0005886, GO:0018108, GO:0043235, GO:0007275, GO:0070374, GO:0008284, GO:0002244, GO:0043410, GO:0048407, GO:0006935, GO:0035790"
"myo6"	"GO:0051015, GO:0016459, GO:0003774, GO:0005524, GO:0005515, GO:0000166, GO:0003779"
"pmp22"	"GO:0016020, GO:0016021, GO:0005886, GO:0042552, GO:0032288"
"spg21"	""
"arhgdig"	"GO:0005737, GO:0005094, GO:0016020, GO:0005829, GO:0048365, GO:0007266, GO:0050790, GO:0005737, GO:0005094, GO:0016020, GO:0005829, GO:0048365, GO:0007266, GO:0050790"
"ano3"	"GO:0061588, GO:0046983, GO:0016020, GO:0016021"
"med4"	"GO:0016592, GO:0003712, GO:0006357, GO:0005634"
"coq10a"	"GO:0005739, GO:0006744, GO:0048039, GO:0045333"
"kera"	"GO:0005515"
"btbd2"	"GO:0005515, GO:0005829, GO:0000932, GO:0022008"
"serpina1"	"GO:0005615, GO:0010951, GO:0004867"
"paxip1"	""
"hs3st3a1"	"GO:0008146, GO:0016740, GO:0008467, GO:0034483, GO:0015012"
"lum"	"GO:0030199, GO:0007601, GO:0062023, GO:0005515, GO:0005518, GO:0048596"
"rbm22"	"GO:0000398, GO:0046872, GO:0003676, GO:0005634, GO:0003723, GO:0005737, GO:0007275, GO:0006397, GO:0008380, GO:0005681, GO:0071006, GO:0000387, GO:0000974, GO:0071007, GO:0017070, GO:0036002, GO:0033120, GO:0043009, GO:0045292"
"guf1"	"GO:0005525, GO:0003924, GO:0016020, GO:0016787, GO:0000166, GO:0005739, GO:0005759, GO:0005743, GO:0006412, GO:0043022, GO:0045727"
"cox10"	"GO:0016765, GO:0016021, GO:0008495, GO:0048034, GO:0016020, GO:0005739, GO:0045333"
"pdha1"	"GO:0016624, GO:0016491, GO:0055114, GO:0005739, GO:0043231, GO:0004739, GO:0006086, GO:0016624, GO:0005739, GO:0055114, GO:0016624, GO:0043231, GO:0004739, GO:0006086, GO:0016491, GO:0055114, GO:0005739"
"stoml3"	"GO:0016020, GO:0016021"
"nfe2l3"	"GO:0003700, GO:0006355, GO:0005634, GO:0003677, GO:0005737, GO:0006357, GO:0045893, GO:0000976"
"cckar"	"GO:0016021, GO:0007186, GO:0004930, GO:0015054, GO:0016020, GO:0005887, GO:0007165, GO:0032870, GO:0004951, GO:0007631, GO:0038188, GO:0046883"
"dcn"	"GO:0005518, GO:0005515, GO:0005576, GO:0005518, GO:0005515, GO:0005576, GO:0050654, GO:0051216, GO:0060028"
"cs"	"GO:0006099, GO:0046912, GO:0016740, GO:0005739, GO:0005759, GO:0005975, GO:0006101, GO:0004108"
"grik3"	"GO:0004970, GO:0038023, GO:0005216, GO:0006811, GO:0016020, GO:0016021, GO:0005886, GO:0030054, GO:0034220, GO:0050804, GO:0045202, GO:0035235, GO:0042734, GO:0045211, GO:0060078, GO:0008066, GO:1904315, GO:0035249, GO:0015277, GO:0032983"
"cdknx"	"GO:0072331, GO:0007346, GO:0007050, GO:0004861, GO:0005634, GO:0045736, GO:0045930, GO:0042326"
"npvf"	"GO:0007218, GO:0016020, GO:0016021"
"itm2b"	"GO:0016020, GO:0016021, GO:0005886, GO:0005794, GO:0001540, GO:0042985"
"aplp1"	"GO:0016021, GO:0008201, GO:0046914, GO:0016021, GO:0008201, GO:0046914, GO:0016021, GO:0008201, GO:0046914"
"trpm5"	"GO:0042310, GO:0006812, GO:0055085, GO:0034220, GO:0005216, GO:0006811, GO:0016020, GO:0016021, GO:0005227, GO:0002724, GO:0042391, GO:0061337"
"wnt7b"	"GO:0016055, GO:0007275, GO:0005102, GO:0005576, GO:0005109, GO:0030182, GO:0045165, GO:0005615, GO:0046330"
"orc5"	"GO:0000808, GO:0006260, GO:0005634, GO:0003688, GO:0006270, GO:0005664, GO:0000808, GO:0006260, GO:0005634, GO:0003688, GO:0006270, GO:0005664"
"rbpj"	"GO:0006357, GO:0003700, GO:0006355, GO:0005634, GO:0003677, GO:0001228, GO:0000978, GO:0043565, GO:0000122, GO:0005667, GO:0007219, GO:0045944, GO:0001103, GO:0070491, GO:0001756, GO:0002040, GO:0003140, GO:0007368, GO:0007507, GO:0022008, GO:0030325, GO:0039021, GO:0039022, GO:0060840, GO:0072149, GO:0002193"
"pdia2"	"GO:0003756, GO:0045454, GO:0005783, GO:0006457, GO:0034976, GO:0003756, GO:0045454, GO:0005783, GO:0006457, GO:0034976"
"clpx"	"GO:0006457, GO:0051082, GO:0005524, GO:0005759, GO:0006508, GO:0030163, GO:0004176"
"mrps18a"	"GO:0005840, GO:0006412, GO:0003735, GO:0005622, GO:0070181, GO:0005763"
"gnpda2"	"GO:0006044, GO:0004342, GO:0005975, GO:0016787, GO:0005737, GO:0006044, GO:0004342, GO:0005975, GO:0016787, GO:0005737"
"csnk1g2"	"GO:0005524, GO:0004674, GO:0004672, GO:0006468, GO:0005634, GO:0000166, GO:0005886, GO:0005737, GO:0018105, GO:0090263, GO:0018107, GO:0006897, GO:0005524, GO:0004674, GO:0004672, GO:0006468, GO:0005634, GO:0000166, GO:0005886, GO:0005737, GO:0018105, GO:0090263, GO:0018107, GO:0006897, GO:0005524, GO:0004674, GO:0004672, GO:0006468, GO:0005634, GO:0016301, GO:0016310, GO:0005886, GO:0005737, GO:0018105, GO:0090263, GO:0018107, GO:0006897"
"nle1"	"GO:0005515, GO:0005634, GO:0000027, GO:0005730, GO:0007219, GO:0005515, GO:0005634, GO:0000027, GO:0005730, GO:0007219"
"fzd3"	"GO:0007166, GO:0042813, GO:0016055, GO:0004888, GO:0016020, GO:0016021, GO:0005515, GO:0017147, GO:0005886, GO:0007275, GO:0060070, GO:0035567"
"cycs"	"GO:0009055, GO:0020037"
"proser1"	""
"rest"	"GO:0043065, GO:0000981, GO:0006357, GO:0005634, GO:0003676, GO:0045665, GO:0050768"
"kctd8"	"GO:0051260, GO:0005515"
"gna13"	"GO:0007266, GO:0001664, GO:0031683, GO:0019001, GO:0007165, GO:0003924, GO:0007186, GO:0007189, GO:0000166, GO:0005525, GO:0005834, GO:0007188, GO:0031526, GO:0031752, GO:0031584"
"serpina3k"	"GO:0005615, GO:0010951, GO:0004867, GO:0005615, GO:0010951, GO:0004867"
"zc3h12a"	"GO:0046872"
"htr5a"	"GO:0004993, GO:0005887, GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0005886, GO:0007165, GO:0030425, GO:0007268, GO:0030594, GO:0007187, GO:0051378, GO:0007198"
"atp8a1"	"GO:0004012, GO:0000166, GO:0015914, GO:0005524, GO:0000287, GO:0016021, GO:0016020, GO:0005886, GO:0045332, GO:0005802, GO:0005794, GO:0004012, GO:0000166, GO:0015914, GO:0005524, GO:0000287, GO:0016021, GO:0016020, GO:0005886, GO:0045332, GO:0005802, GO:0005794"
"insig1"	"GO:0008203, GO:0016020, GO:0016021, GO:0005783, GO:0005789, GO:0006629, GO:0008202"
"osbpl3"	"GO:0005886, GO:0016020, GO:0005829, GO:0043231, GO:0008289, GO:0015248, GO:0015485, GO:0032934, GO:0015918, GO:0097038, GO:0005886, GO:0016020, GO:0005829, GO:0043231, GO:0008289, GO:0015248, GO:0015485, GO:0032934, GO:0015918, GO:0097038, GO:0005886, GO:0016020, GO:0005829, GO:0043231, GO:0008289, GO:0015248, GO:0015485, GO:0032934, GO:0015918, GO:0097038"
"serpina3"	"GO:0005615, GO:0010951, GO:0004867"
"sel1l3"	"GO:0005515, GO:0016020, GO:0016021"
"polr2b"	"GO:0003899, GO:0006351, GO:0003677, GO:0032549, GO:0005665, GO:0001055, GO:0006366"
"cnpy2"	"GO:0016021, GO:0005783"
"klhl15"	"GO:0031463, GO:0016567, GO:0005515"
"fbxo16"	"GO:0005515"
"ssr1"	"GO:0005789, GO:0016020, GO:0016021, GO:0005783, GO:0005789, GO:0016020, GO:0016021, GO:0005783, GO:0071391"
"arsd"	"GO:0008484, GO:0003824, GO:0016020, GO:0016021, GO:0008484, GO:0003824, GO:0016020, GO:0016021"
"mtfmt"	"GO:0009058, GO:0016742, GO:0004479, GO:0071951, GO:0005739, GO:0006413"
"slc16a6"	"GO:0055085, GO:0016021, GO:0016020, GO:0005887, GO:0008028, GO:0015718"
"nhlrc3"	"GO:0005515, GO:0061630, GO:0000209, GO:0043161"
"serpina3m"	"GO:0005615, GO:0010951, GO:0004867"
"arhgap22"	"GO:0007165, GO:0005096, GO:0043547, GO:0007165, GO:0005096, GO:0043547"
"stx16"	"GO:0005484, GO:0006886, GO:0016020, GO:0016192, GO:0031201, GO:0016021, GO:0000149, GO:0006906, GO:0048278, GO:0012505, GO:0039023, GO:0006886, GO:0031201, GO:0016021, GO:0000149, GO:0005484, GO:0006906, GO:0048278, GO:0012505"
"kit"	"GO:0007169, GO:0004714, GO:0005524, GO:0004672, GO:0006468, GO:0004713, GO:0019955, GO:0038093, GO:0038109, GO:0016020, GO:0016021, GO:0005887, GO:0046872, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0005886, GO:0018108, GO:0043235, GO:0070374, GO:0030183, GO:0008284, GO:0030335, GO:0043406, GO:0002244, GO:0043410, GO:0046427, GO:0007169, GO:0004714, GO:0005524, GO:0004672, GO:0006468, GO:0004713, GO:0019955, GO:0038093, GO:0038109, GO:0016020, GO:0016021, GO:0046872, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0018108, GO:0005524, GO:0004672, GO:0006468, GO:0005737, GO:0004674, GO:0023014, GO:0031098, GO:0032147, GO:0048812, GO:0000165"
"wdr61"	"GO:0005515, GO:0005634, GO:0005737, GO:0045944, GO:0032968, GO:0051571, GO:0080182, GO:2001162, GO:0016593, GO:0035327, GO:0055087"
"elp3"	"GO:0051536, GO:0003824, GO:0046872, GO:0016740, GO:0016746, GO:0004402, GO:0016573, GO:0007409, GO:0051536, GO:0003824, GO:0046872, GO:0016740, GO:0016746, GO:0004402, GO:0016573"
"arpp19"	"GO:0007049, GO:0051301, GO:0005737, GO:0032515, GO:0004864"
"ccdc59"	""
"lhfpl6"	"GO:0016020, GO:0016021"
"ca4"	"GO:0004089, GO:0005886, GO:0008270, GO:0031225, GO:0046872"
"arhgap33"	"GO:0015031, GO:0005096, GO:0007165, GO:0035091, GO:0005515, GO:0005886, GO:0005737, GO:0043547, GO:0007264"
"axin1"	"GO:0030159, GO:0007165, GO:0030877, GO:0016055"
"slc34a2"	"GO:0005886, GO:0016020, GO:0015321, GO:0044341, GO:0016021, GO:0016324, GO:0031982, GO:0035725, GO:0005436, GO:0030643, GO:0005903, GO:0005886, GO:0016020, GO:0015321, GO:0044341, GO:0016021, GO:0016324, GO:0031982, GO:0035725, GO:0005436, GO:0030643, GO:0005903"
"rcbtb2"	"GO:0005515"
"cog6"	"GO:0017119, GO:0006891, GO:0016020, GO:0005794, GO:0015031, GO:0000139"
"en2"	"GO:0007275, GO:0043565, GO:0006355, GO:0005634, GO:0003677, GO:0030182, GO:0006357, GO:0016586"
"mettl25"	", "
"tram1"	"GO:0006616, GO:0016021, GO:0016020, GO:0015031, GO:0005791, GO:0006616, GO:0016021, GO:0016020, GO:0015031, GO:0005791"
"usp32"	"GO:0004843, GO:0006511, GO:0016579, GO:0036459, GO:0005509, GO:0005794"
"ankle1"	"GO:0005515, GO:0004519, GO:0090305"
"cnpy1"	"GO:0005783, GO:0005783, GO:0007368, GO:0008543, GO:0030917, GO:0040036, GO:0070121"
"fam214a"	""
"kcnq1"	"GO:0008076, GO:0005249, GO:0055085, GO:0005216, GO:0006811, GO:0016020, GO:0006813, GO:0016021, GO:0005516, GO:0005267, GO:0071805, GO:0097623, GO:0005251, GO:0015271, GO:0086089, GO:1902282, GO:0086014, GO:0098915"
"mapk8"	"GO:0004707, GO:0005524, GO:0004672, GO:0006468, GO:0005634, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0005737, GO:0004674, GO:0035556, GO:0043005, GO:0010468, GO:0071310, GO:0000165, GO:0043065, GO:0048666, GO:0009612, GO:0004707, GO:0005524, GO:0004672, GO:0006468, GO:0005634, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0005737, GO:0004674, GO:0035556, GO:0043005, GO:0010468, GO:0071310, GO:0000165, GO:0043065, GO:0048666, GO:0009612"
"rph3a"	"GO:0017137, GO:0006886, GO:0016020, GO:0046872, GO:0005623"
"iws1"	"GO:0005634, GO:0006397, GO:0008380, GO:0050684, GO:0051028, GO:0010793, GO:2001253"
"arhgef18"	"GO:0007264, GO:0035023, GO:0005089, GO:0005085, GO:0007264, GO:0035023, GO:0005089, GO:0005085"
"mprip"	""
"tmtc2"	"GO:0005515, GO:0016020, GO:0016021"
"rreb1"	"GO:0003676, GO:0005634, GO:0000978, GO:0003700, GO:0000122, GO:0000977, GO:0001228, GO:0045944"
"rbm33"	"GO:0003676"
"lin37"	"GO:0017053"
"shh"	"GO:0007275, GO:0007267"
"rnf32"	"GO:0005515, GO:0046872"
"cilp"	""
"hspb6"	"GO:0005212"
"psenen"	"GO:0016020, GO:0016021, GO:0007220, GO:0043066, GO:0043524, GO:0048066, GO:0097324, GO:0070765"
"cxorf58"	"GO:0005515"
